experiment_name,percentile,inference_interval_ticks,generation_length_ticks,generation_length_frames,constraint_status_code,constraint_status,rtt_percentile_ms,constraint1_satisfied,constraint2_satisfied,both_constraints_satisfied
local_gl_test,99.5,2,6,11,1,C1 Violated,305.31053246930236,False,True,False
local_gl_test,99.5,2,7,13,1,C1 Violated,356.7845361513173,False,True,False
local_gl_test,99.5,2,8,15,1,C1 Violated,398.858182149961,False,True,False
local_gl_test,99.5,3,1,1,2,C2 Violated,61.10873949808585,True,False,False
local_gl_test,99.5,3,2,3,2,C2 Violated,105.55467096957726,True,False,False
local_gl_test,99.5,3,3,5,2,C2 Violated,149.0587809305361,True,False,False
local_gl_test,99.5,3,4,7,2,C2 Violated,203.3097567067306,True,False,False
local_gl_test,99.5,3,5,9,2,C2 Violated,254.10341811537361,True,False,False
local_gl_test,99.5,3,6,11,0,Valid,305.31053246930236,True,True,True
local_gl_test,99.5,3,7,13,0,Valid,356.7845361513173,True,True,True
local_gl_test,99.5,3,8,15,1,C1 Violated,398.858182149961,False,True,False
local_gl_test,99.5,4,1,1,2,C2 Violated,61.10873949808585,True,False,False
local_gl_test,99.5,4,2,3,2,C2 Violated,105.55467096957726,True,False,False
local_gl_test,99.5,4,3,5,2,C2 Violated,149.0587809305361,True,False,False
local_gl_test,99.5,4,4,7,2,C2 Violated,203.3097567067306,True,False,False
local_gl_test,99.5,4,5,9,2,C2 Violated,254.10341811537361,True,False,False
local_gl_test,99.5,4,6,11,2,C2 Violated,305.31053246930236,True,False,False
local_gl_test,99.5,4,7,13,0,Valid,356.7845361513173,True,True,True
local_gl_test,99.5,4,8,15,0,Valid,398.858182149961,True,True,True
local_gl_test,99.5,5,1,1,2,C2 Violated,61.10873949808585,True,False,False
local_gl_test,99.5,5,2,3,2,C2 Violated,105.55467096957726,True,False,False
local_gl_test,99.5,5,3,5,2,C2 Violated,149.0587809305361,True,False,False
local_gl_test,99.5,5,4,7,2,C2 Violated,203.3097567067306,True,False,False
local_gl_test,99.5,5,5,9,2,C2 Violated,254.10341811537361,True,False,False
local_gl_test,99.5,5,6,11,2,C2 Violated,305.31053246930236,True,False,False
local_gl_test,99.5,5,7,13,2,C2 Violated,356.7845361513173,True,False,False
local_gl_test,99.5,5,8,15,2,C2 Violated,398.858182149961,True,False,False
local_gl_test,99.5,6,1,1,2,C2 Violated,61.10873949808585,True,False,False
local_gl_test,99.5,6,2,3,2,C2 Violated,105.55467096957726,True,False,False
local_gl_test,99.5,6,3,5,2,C2 Violated,149.0587809305361,True,False,False
local_gl_test,99.5,6,4,7,2,C2 Violated,203.3097567067306,True,False,False
local_gl_test,99.5,6,5,9,2,C2 Violated,254.10341811537361,True,False,False
local_gl_test,99.5,6,6,11,2,C2 Violated,305.31053246930236,True,False,False
local_gl_test,99.5,6,7,13,2,C2 Violated,356.7845361513173,True,False,False
local_gl_test,99.5,6,8,15,2,C2 Violated,398.858182149961,True,False,False
local_gl_test,99.5,7,1,1,2,C2 Violated,61.10873949808585,True,False,False
local_gl_test,99.5,7,2,3,2,C2 Violated,105.55467096957726,True,False,False
local_gl_test,99.5,7,3,5,2,C2 Violated,149.0587809305361,True,False,False
local_gl_test,99.5,7,4,7,2,C2 Violated,203.3097567067306,True,False,False
local_gl_test,99.5,7,5,9,2,C2 Violated,254.10341811537361,True,False,False
local_gl_test,99.5,7,6,11,2,C2 Violated,305.31053246930236,True,False,False
local_gl_test,99.5,7,7,13,2,C2 Violated,356.7845361513173,True,False,False
local_gl_test,99.5,7,8,15,2,C2 Violated,398.858182149961,True,False,False
local_server_gl_test,50.0,1,1,1,2,C2 Violated,106.1743329919409,True,False,False
local_server_gl_test,50.0,1,2,3,0,Valid,112.13647949625735,True,True,True
local_server_gl_test,50.0,1,3,5,1,C1 Violated,152.7311459940392,False,True,False
local_server_gl_test,50.0,1,4,7,1,C1 Violated,200.87875000899655,False,True,False
local_server_gl_test,50.0,1,5,9,1,C1 Violated,248.12629146617832,False,True,False
local_server_gl_test,50.0,1,6,11,1,C1 Violated,307.56685449159704,False,True,False
local_server_gl_test,50.0,1,7,13,1,C1 Violated,401.7069374967832,False,True,False
local_server_gl_test,50.0,1,8,15,1,C1 Violated,412.06654149573296,False,True,False
local_server_gl_test,50.0,2,1,1,2,C2 Violated,106.1743329919409,True,False,False
local_server_gl_test,50.0,2,2,3,2,C2 Violated,112.13647949625735,True,False,False
local_server_gl_test,50.0,2,3,5,2,C2 Violated,152.7311459940392,True,False,False
local_server_gl_test,50.0,2,4,7,0,Valid,200.87875000899655,True,True,True
local_server_gl_test,50.0,2,5,9,0,Valid,248.12629146617832,True,True,True
