request_arrival_time,response_output_time,preprocess_start_time,inference_start_time,inference_end_time,postprocess_start_time,round_trip_time
79424.334536354,79425.253232203,79424.334629632,79424.345139067,79425.248418108,79425.248418383,1.5430844580405392
79426.466992577,79427.47752574,79426.467205694,79426.476748721,79427.468615847,79427.468616146,1.653710416983813
