request_arrival_time,response_output_time,preprocess_start_time,inference_start_time,inference_end_time,postprocess_start_time,round_trip_time
54351.769741963,54354.539324722,54351.769852356,54351.953761479,54354.475214406,54354.475214777,4.316499499953352
54356.221664152,54359.225956953,54356.221713583,54356.440834873,54359.160256159,54359.160256553,4.484727292030584
