request_arrival_time,response_output_time,preprocess_start_time,inference_start_time,inference_end_time,postprocess_start_time,round_trip_time
77600.958679625,77604.236588345,77600.958749574,77601.041817423,77604.226714803,77604.226715101,3.898716916970443
77604.84149271,77608.026487194,77604.841582217,77604.846736354,77608.005934176,77608.005934434,4.093360750004649
77608.934513489,77613.33523365,77608.934629561,77608.944250857,77613.299300838,77613.29930104,5.934149666980375
