request_arrival_time,response_output_time,preprocess_start_time,inference_start_time,inference_end_time,postprocess_start_time,round_trip_time
77635.266055256,77638.16284307,77635.266123672,77635.304501572,77638.112886834,77638.112887164,4.45795004197862
77639.676758597,77642.815703369,77639.676924363,77639.768253977,77642.766377082,77642.766377395,4.342557416006457
77644.017109714,77647.242251345,77644.017296182,77644.157968693,77647.185958511,77647.185958712,4.417193499975838
77648.436820616,77652.067335642,77648.436947915,77648.634527872,77652.016815055,77652.01681529,4.852730041951872
77653.287450019,77656.932208995,77653.287605949,77653.559205733,77656.881901151,77656.881901366,4.838995040976442
