request_id,num_generated_notes,generation_start_tick,round_trip_time,total_network_latency,server_request_arrival_time,server_response_output_time,server_preprocess_start_time,server_inference_start_time,server_inference_end_time,server_postprocess_start_time,server_processing_duration,preprocess_duration,inference_duration,postprocess_duration,generation_length_frames,prompt_length_ticks,experiment_name,experiment_duration,generation_length,experiment_source,experiment_type
59,0,400,0.1805398289870936,0.148754564957926,646358.633754094,646358.665539358,646358.633886286,646358.635378519,646358.665221933,646358.665229104,0.0317852640291675,0.0014922328991815,0.0298434140859171,0.0003102540504187,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
60,0,400,0.181972227001097,0.1502717849216424,646358.915853316,646358.947553758,646358.915979348,646358.91742058,646358.947249053,646358.947255904,0.0317004420794546,0.001441232045181,0.0298284729942679,0.0002978540724143,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
61,0,400,0.181872827000916,0.150127264088951,646359.198823841,646359.230569404,646359.198948382,646359.200389324,646359.230244309,646359.230251649,0.0317455629119649,0.0014409419381991,0.0298549849539995,0.0003177549224346,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
62,0,400,0.1820044269843492,0.1501206819957588,646359.480269202,646359.512152947,646359.480406115,646359.481862866,646359.511829412,646359.511836633,0.0318837449885904,0.0014567510224878,0.0299665459897369,0.0003163140499964,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
63,0,400,0.1810756280028727,0.1491750119894277,646359.763089185,646359.794989801,646359.763228827,646359.76474243,646359.794636515,646359.794643995,0.0319006160134449,0.0015136029105633,0.0298940850188955,0.0003458060091361,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
64,0,400,0.1818295280099846,0.1500636840355582,646360.046154351,646360.077920195,646360.046288924,646360.047723286,646360.07758431,646360.07759161,0.0317658439744263,0.0014343620277941,0.0298610239988192,0.0003285849234089,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
65,0,400,0.1819193269766401,0.1500786730030086,646360.327585964,646360.359426618,646360.327715975,646360.329198338,646360.359095643,646360.359103424,0.0318406539736315,0.0014823629753664,0.0298973050666973,0.0003231939626857,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
66,0,400,0.1889807170082349,0.157112412067363,646360.616188424,646360.648056729,646360.616324736,646360.617772898,646360.647690874,646360.647697854,0.0318683049408718,0.0014481620164588,0.0299179758876562,0.000358875025995,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
67,0,400,0.1894962159858551,0.1576044308894779,646360.905318833,646360.937210618,646360.905447234,646360.906897807,646360.936868803,646360.936875773,0.0318917850963771,0.0014505729777738,0.0299709959654137,0.0003348450409248,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
68,0,400,0.1835956250142771,0.1518527720181737,646361.190765615,646361.222508468,646361.190892197,646361.192348008,646361.222165733,646361.222172503,0.0317428529961034,0.0014558110851794,0.0298177249496802,0.0003359649563208,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
69,0,400,0.1933444100141059,0.1615514559380244,646361.481830803,646361.513623757,646361.482028726,646361.483448318,646361.513308283,646361.513315463,0.0317929540760815,0.0014195919502526,0.0298599650850519,0.0003082940820604,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
70,0,400,0.180835728009697,0.1490416640299372,646361.766593916,646361.79838798,646361.766727738,646361.768195629,646361.798071354,646361.798078844,0.0317940639797598,0.0014678910374641,0.0298757250420749,0.0003091359976679,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
71,0,400,0.183773924014531,0.1519932000664994,646362.046719347,646362.078500071,646362.046850819,646362.048300391,646362.078176685,646362.078184185,0.0317807239480316,0.0014495719224214,0.029876294080168,0.000315885990858,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
72,0,400,0.1966118059935979,0.1649037150782533,646362.347187589,646362.37889568,646362.347329281,646362.348759242,646362.378596296,646362.378603086,0.0317080909153446,0.0014299609465524,0.0298370539676398,0.0002925939625129,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
73,0,400,0.1961703060078434,0.1642866399488411,646362.644597712,646362.676481378,646362.644733835,646362.646257238,646362.676164683,646362.676171713,0.0318836660590022,0.0015234029851853,0.0299074449576437,0.0003096649888902,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
74,0,400,0.1810460280103143,0.1494197980209719,646362.926957049,646362.958583279,646362.927107071,646362.928490481,646362.958287525,646362.958294865,0.0316262299893423,0.0013834099518135,0.0297970440005883,0.0002884140703827,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
75,0,400,0.1856331210001371,0.1540309989941306,646363.210209147,646363.241811269,646363.210331419,646363.211729611,646363.241509394,646363.241516404,0.0316021220060065,0.0013981920201331,0.0297797829844057,0.0002948649926111,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
76,0,400,0.186578920984175,0.1548236369271762,646363.497862823,646363.529618107,646363.498029525,646363.499493408,646363.529305332,646363.529312252,0.0317552840569987,0.0014638829743489,0.0298119239741936,0.0003058550646528,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
77,0,400,0.1811174280010163,0.1494265260407701,646363.78155634,646363.813247242,646363.781690772,646363.783154004,646363.812916537,646363.812923667,0.0316909019602462,0.0014632319798693,0.0297625330276787,0.0003235749900341,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
78,0,400,0.181314828019822,0.1490458960470277,646364.062783078,646364.09505201,646364.06291968,646364.064409273,646364.094704815,646364.094712744,0.0322689319727942,0.0014895929489284,0.0302955419756472,0.0003392660291865,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
79,0,400,0.1823245259874966,0.1505270820052828,646364.345824275,646364.377621719,646364.345995397,646364.34744352,646364.377292243,646364.377299143,0.0317974439822137,0.0014481230173259,0.0298487229738384,0.0003225760301575,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
80,0,400,0.1904144139843993,0.1583421159884892,646364.633617323,646364.665689621,646364.633754805,646364.635232778,646364.665284375,646364.665292944,0.03207229799591,0.0014779730699956,0.0300515969283878,0.0003966770600527,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
81,0,400,0.1847102229949087,0.1525990249356255,646364.922681851,646364.954793049,646364.922814772,646364.924272465,646364.954398213,646364.954406083,0.0321111980592832,0.0014576930552721,0.0301257479004561,0.0003869660431519,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
82,0,400,0.1808409290097188,0.1487156800867524,646365.202357904,646365.234483153,646365.202489336,646365.203933248,646365.234067228,646365.234074957,0.0321252489229664,0.0014439119258895,0.0301339800935238,0.0004081960069015,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
83,0,400,0.2003806990105658,0.1686250070342794,646365.500624744,646365.532380436,646365.500748265,646365.502214557,646365.532041581,646365.532048971,0.0317556919762864,0.0014662920730188,0.0298270239727571,0.0003314649220556,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
84,0,400,0.1824383260100148,0.1500056619406677,646365.786649214,646365.819081878,646365.786792426,646365.78836201,646365.818650732,646365.818657942,0.032432664069347,0.0015695840120315,0.0302887220168486,0.0004239360569044,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
85,0,400,0.181653727981029,0.149833304079948,646366.069053041,646366.100873465,646366.069193023,646366.070686166,646366.10056406,646366.100570971,0.031820423901081,0.0014931429177522,0.0298778940923511,0.000302493921481,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
86,0,400,0.1885164169943891,0.1567917649517767,646366.353501139,646366.385225791,646366.35363125,646366.355101153,646366.384910617,646366.384918217,0.0317246520426124,0.0014699030434712,0.0298094640020281,0.0003075740532949,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
87,0,400,0.1850930220098234,0.1534488399629481,646366.644190201,646366.675834383,646366.644319833,646366.645733355,646366.675537359,646366.675544519,0.0316441820468753,0.0014135219389572,0.0298040040070191,0.000289864023216,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
88,0,400,0.1881083179905545,0.1563093850563746,646366.931959499,646366.963758432,646366.932125851,646366.933593933,646366.963456628,646366.963463768,0.0317989329341799,0.0014680819585919,0.0298626950243487,0.0002946639433503,1,384,andrew_latency_test_GL1_PL384,57.46229362487793,1,andrew_latency_test,bulk_benchmark
