request_id,num_generated_notes,generation_start_tick,round_trip_time,total_network_latency,server_request_arrival_time,server_response_output_time,server_preprocess_start_time,server_inference_start_time,server_inference_end_time,server_postprocess_start_time,server_processing_duration,preprocess_duration,inference_duration,postprocess_duration,generation_length_frames,prompt_length_ticks,experiment_name,experiment_duration,generation_length,experiment_source,experiment_type
59,0,400,0.1947074590134434,0.1625317419529892,659619.464712136,659619.496887853,659619.464844227,659619.46631374,659619.496519888,659619.496527768,0.0321757170604541,0.0014695130521431,0.0302061480470001,0.0003600850468501,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
60,0,400,0.1983222909620963,0.1664024869096465,659619.768831295,659619.800751099,659619.768967108,659619.770530411,659619.800443233,659619.800450824,0.0319198040524497,0.001563303056173,0.0299128219485282,0.000300275045447,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
61,0,400,0.1903772089863196,0.1586135069373995,659620.062716838,659620.09448054,659620.06285232,659620.064323233,659620.094169504,659620.094176825,0.03176370204892,0.0014709129463881,0.0298462710343301,0.0003037150017917,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
62,0,400,0.1923072500503622,0.1605028290650807,659620.361500417,659620.393304838,659620.36164683,659620.363102431,659620.392944763,659620.392951873,0.0318044209852814,0.0014556009555235,0.0298423320055007,0.0003529649693518,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
63,0,400,0.1901855420437641,0.1584496319410391,659620.658813812,659620.690549722,659620.658947144,659620.660419146,659620.690249848,659620.690257248,0.031735910102725,0.0014720018953084,0.0298307019984349,0.0002924740547314,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
64,0,400,0.1967758340178989,0.1644692239933647,659620.960848018,659620.993154628,659620.960990591,659620.962665216,659620.992770402,659620.992777552,0.0323066100245341,0.0016746249748393,0.0301051860442385,0.0003770759794861,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
65,0,400,0.1918209579889662,0.1598188940552063,659621.256338587,659621.288340651,659621.256476329,659621.258052363,659621.287965986,659621.287972986,0.0320020639337599,0.001576033886522,0.0299136230023577,0.0003676649648696,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
66,0,400,0.1917285000090487,0.1598873480106704,659621.550079498,659621.58192065,659621.55022741,659621.551728843,659621.581560695,659621.581567844,0.0318411519983783,0.0015014329692348,0.0298318519489839,0.0003528059460222,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
67,0,400,0.1912692080368288,0.159378505020868,659621.848538491,659621.880429194,659621.848674382,659621.850171955,659621.880050148,659621.880059069,0.0318907030159607,0.001497572986409,0.0298781930468976,0.0003701249370351,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
69,0,400,0.1948153339908458,0.16255073499633,659622.439278713,659622.471543312,659622.439428196,659622.441045429,659622.471174746,659622.471181957,0.0322645989945158,0.0016172329196706,0.030129317077808,0.0003613549051806,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
70,0,400,0.1923009589663706,0.1603321139118634,659622.737272379,659622.769241224,659622.737405551,659622.738836343,659622.768844428,659622.768851897,0.0319688450545072,0.0014307920355349,0.0300080849556252,0.0003893270622938,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
71,0,400,0.1960868330206722,0.1638225350761786,659623.03884666,659623.071110958,659623.038993572,659623.040784139,659623.070754643,659623.070762433,0.0322642979444935,0.0017905669519677,0.0299705039942637,0.0003485250053927,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
72,0,400,0.1931561669916845,0.1597534299944527,659623.335502444,659623.368905181,659623.335681117,659623.337412904,659623.368241391,659623.368249441,0.0334027369972318,0.0017317869933322,0.030828487011604,0.0006557399174198,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
73,0,400,0.1924215420149266,0.1599396700039506,659623.633754065,659623.666235937,659623.633889827,659623.635420061,659623.665833391,659623.665840741,0.032481872010976,0.0015302340034395,0.0304133300669491,0.0003951960243284,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
75,0,400,0.1947072920156642,0.1622313701082021,659624.220137131,659624.252613053,659624.220275703,659624.221772326,659624.252219948,659624.252226868,0.0324759219074621,0.0014966230373829,0.030447621946223,0.0003861850127577,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
76,0,400,0.192079417000059,0.159572243981529,659624.517306465,659624.549813638,659624.517441327,659624.518879658,659624.549407501,659624.549415201,0.03250717301853,0.0014383309753611,0.030527843046002,0.0003984370268881,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
77,0,400,0.1944674589904025,0.1624626429984346,659624.810973324,659624.84297814,659624.811140666,659624.812564008,659624.842666324,659624.842673216,0.0320048159919679,0.0014233420370146,0.0301023159408941,0.0003049239749088,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
78,0,400,0.1984100840054452,0.1665305700153112,659625.11955104,659625.151430554,659625.119686033,659625.121152726,659625.151108868,659625.151116019,0.031879513990134,0.0014666930073872,0.0299561419524252,0.0003145349910482,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
80,0,400,0.1929567499901168,0.1606989410356618,659625.703040243,659625.735298052,659625.703177985,659625.704618427,659625.734897625,659625.734904876,0.0322578089544549,0.0014404419343918,0.0302791980793699,0.0003931759856641,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
81,0,400,0.1939571659895591,0.1613191620563157,659626.001175521,659626.033813525,659626.001325694,659626.002909798,659626.033379319,659626.033386779,0.0326380039332434,0.0015841039130464,0.0304695210652425,0.0004267459735274,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
83,0,400,0.1895866660051979,0.1577185630449094,659626.629062815,659626.660930918,659626.629198688,659626.630673051,659626.660606024,659626.660613564,0.0318681029602885,0.0014743630308657,0.0299329729750752,0.0003173539880663,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
84,0,400,0.1926909160101786,0.1601470629684627,659626.922728836,659626.955272689,659626.922892968,659626.924565624,659626.954880614,659626.954887804,0.0325438530417159,0.001672655926086,0.0303149899700656,0.0003848850028589,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
85,0,400,0.2003103329916484,0.168465641036164,659627.224418028,659627.25626272,659627.22455774,659627.226058513,659627.255935365,659627.255942625,0.0318446919554844,0.0015007730107754,0.0298768519423902,0.0003200949868187,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
86,0,400,0.1996923330007121,0.1679302420234307,659627.530897283,659627.562659374,659627.531064815,659627.532503867,659627.56236785,659627.562374999,0.0317620909772813,0.0014390520518645,0.0298639829270541,0.0002843749243766,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
87,0,400,0.1922035419847816,0.1605551720131188,659627.826959939,659627.858608309,659627.827125471,659627.828550683,659627.858328324,659627.858335404,0.0316483699716627,0.0014252120163291,0.0297776410588994,0.0002729049883782,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
88,0,400,0.1924888329813256,0.1607242509489879,659628.124907014,659628.156671596,659628.125072377,659628.126556488,659628.156382711,659628.156390121,0.0317645820323377,0.0014841109514236,0.0298262230353429,0.0002814750187098,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
90,0,400,0.1898827500408515,0.158179510035552,659628.7382802,659628.76998344,659628.738414702,659628.739873294,659628.769706406,659628.769713235,0.0317032400052994,0.0014585920143872,0.0298331120284274,0.0002702050842344,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
92,0,400,0.1953828749828972,0.1634960319497622,659629.328437482,659629.360324325,659629.328581175,659629.330220309,659629.360037471,659629.360044721,0.0318868430331349,0.0016391340177506,0.0298171620815992,0.0002796039916574,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
93,0,400,0.1915875419508665,0.1597509899875149,659629.625942401,659629.657778953,659629.626091153,659629.627499095,659629.657472369,659629.657479769,0.0318365519633516,0.0014079420361667,0.0299732739804312,0.0002991840010508,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
94,0,400,0.1910950840101577,0.1592705209623091,659629.920985902,659629.952810465,659629.921153615,659629.922665668,659629.95250293,659629.952509651,0.0318245630478486,0.0015120529569685,0.0298372620018199,0.0003008140483871,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
95,0,400,0.1935122499708086,0.1616616370156407,659630.221894742,659630.253745355,659630.222055144,659630.223472986,659630.2534135,659630.25342061,0.0318506129551678,0.0014178419951349,0.0299405140103772,0.0003247449640184,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
96,0,400,0.191041124984622,0.1593915959820151,659630.518937504,659630.550587033,659630.519097486,659630.520529379,659630.550295479,659630.55030297,0.0316495290026068,0.0014318929752334,0.0297660999931395,0.0002840630477294,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
98,0,400,0.1918214160250499,0.1600951950531453,659631.099987719,659631.13171394,659631.100153712,659631.101583184,659631.131433986,659631.131440966,0.0317262209719046,0.0014294720022007,0.0298508020350709,0.0002729739062488,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
99,0,400,0.1978572920197621,0.1659759399481117,659631.404045468,659631.43592682,659631.40418106,659631.405757443,659631.435636186,659631.435643616,0.0318813520716503,0.0015763830160722,0.0298787429928779,0.0002832040190696,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
101,0,400,0.1918114590225741,0.1600894379662349,659632.017107587,659632.048829608,659632.01724329,659632.018719432,659632.048526314,659632.048533254,0.0317220210563391,0.0014761419733986,0.0298068820266053,0.0002963540609925,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
102,0,400,0.1893825000151991,0.1576028199633583,659632.31082168,659632.34260136,659632.310955153,659632.312451404,659632.342281656,659632.342288756,0.0317796800518408,0.0014962510904297,0.0298302519368007,0.0003126040101051,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
103,0,400,0.1920460840337909,0.1603440341423265,659632.607687168,659632.639389218,659632.60781693,659632.609302723,659632.639105714,659632.639113144,0.0317020498914644,0.0014857929199934,0.0298029910773038,0.0002760739298537,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
104,0,400,0.198611959000118,0.1668337871087715,659632.911922028,659632.9437002,659632.912083731,659632.913524923,659632.943408926,659632.943416106,0.0317781718913465,0.0014411919983103,0.029884002986364,0.0002840938977897,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
105,0,400,0.1998096670140512,0.1679976139566861,659633.212251239,659633.244063292,659633.212385012,659633.213867445,659633.243699646,659633.243706816,0.0318120530573651,0.0014824330573901,0.0298322009621188,0.0003564760554581,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
106,0,400,0.1957736249896697,0.1640278540435247,659633.51642627,659633.548172041,659633.516560431,659633.518051014,659633.547860786,659633.547868016,0.031745770946145,0.0014905830612406,0.0298097719205543,0.0003040250157937,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
109,0,400,0.1941224999609403,0.1622729689697735,659634.400954045,659634.432803576,659634.401120136,659634.402595709,659634.432465632,659634.432472622,0.0318495309911668,0.0014755729353055,0.0298699230188503,0.0003309539752081,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
110,0,400,0.1921297920052893,0.1602646289975382,659634.693444797,659634.72530996,659634.693581649,659634.695161283,659634.724992195,659634.725014536,0.0318651630077511,0.0015796340303495,0.0298309120116755,0.0002954240189865,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
111,0,400,0.1925165409920737,0.1603841739706695,659634.988949595,659635.021081962,659634.989116938,659634.99060357,659635.020682866,659635.020690256,0.0321323670214042,0.0014866320416331,0.0300792959751561,0.0003917060093954,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
112,0,400,0.1943641669931821,0.162556355993729,659635.286911271,659635.318719082,659635.287075603,659635.288541585,659635.318398597,659635.318406037,0.031807810999453,0.0014659819426015,0.0298570119775831,0.0003130449913442,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
113,0,400,0.1950214999960735,0.1618955280864611,659635.582814955,659635.615940927,659635.582993387,659635.584830255,659635.615554691,659635.61556148,0.0331259719096124,0.0018368680030107,0.0307244359282776,0.0003794468939304,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
114,0,400,0.1937960409559309,0.1619407900143414,659635.883479772,659635.915335023,659635.883616874,659635.885100177,659635.915023399,659635.915031059,0.0318552509415894,0.0014833030290901,0.029923222027719,0.0003039640141651,1,384,mac_latency_test_GL1_PL384,60.243120193481445,1,mac_latency_test,bulk_benchmark
