request_id,num_generated_notes,generation_start_tick,round_trip_time,total_network_latency,server_request_arrival_time,server_response_output_time,server_preprocess_start_time,server_inference_start_time,server_inference_end_time,server_postprocess_start_time,server_processing_duration,preprocess_duration,inference_duration,postprocess_duration
1,1,16,0.49247043998911977,0.16212034998898162,39274.587018879,39274.917368969,39274.587100116,39274.658028478,39274.914789655,39274.914790808,0.33035009000013815,0.07092836200172314,0.2567611769991345,0.0025781610020203516
2,0,16,0.20106250399840064,0.15370517699193442,39275.173384398,39275.220741725,39275.173434153,39275.181313512,39275.220411865,39275.220412566,0.04735732700646622,0.007879359000071418,0.039098352994187735,0.0003291590037406422
3,0,16,0.2020631070190575,0.15454633401532192,39275.474926259,39275.522443032,39275.474991724,39275.482823932,39275.522160554,39275.522162064,0.04751677300373558,0.007832208000763785,0.03933662200142862,0.00028096800087951124
4,0,16,0.20194700700812973,0.15356034400610952,39275.775658948,39275.824045611,39275.775725125,39275.784519604,39275.823711622,39275.823712584,0.048386663002020214,0.008794478999334387,0.03919201799726579,0.0003330269973957911
5,0,16,0.20225910699809901,0.1530064990001847,39276.077968684,39276.127221292,39276.078090437,39276.084975424,39276.126931528,39276.126932259,0.04925260799791431,0.006884987000375986,0.04195610400347505,0.0002890329997171648
6,0,16,0.20053471100982279,0.15516256100818282,39276.382832769,39276.428204919,39276.382891421,39276.391116781,39276.427801858,39276.427802559,0.045372150001639966,0.00822535999759566,0.03668507700058399,0.00040235999767901376
7,0,16,0.20128941201255657,0.1533719940125593,39276.682706779,39276.730624197,39276.682752546,39276.690863578,39276.73036919,39276.730369891,0.04791741799999727,0.008111031995213125,0.03950561200326774,0.00025430600362597033
8,0,16,0.20405300799757242,0.15366663799795788,39276.983355088,39277.033741458,39276.983395626,39276.990324199,39277.033088429,39277.033089051,0.050386369999614544,0.006928573006007355,0.042764229998283554,0.000652406997687649
9,0,16,0.19840711599681526,0.15323203199659474,39277.287618864,39277.332793948,39277.287663249,39277.295979894,39277.332373955,39277.332374576,0.04517508400022052,0.008316644998558331,0.036394061004102696,0.0004193720014882274
10,0,16,0.20559970999602228,0.15418944200064288,39277.587264052,39277.63867432,39277.587309589,39277.594589992,39277.638409865,39277.638410577,0.0514102679953794,0.007280402998731006,0.04381987300439505,0.0002637430006871
11,0,16,0.1983330200018827,0.15351679600280477,39277.891482148,39277.936298372,39277.891521473,39277.899041301,39277.935756406,39277.935757378,0.04481622399907792,0.0075198280028416775,0.036715104994073045,0.0005409939985838719
12,0,16,0.22574058099417016,0.15412885099067353,39278.192918493,39278.264530223,39278.192958239,39278.200098655,39278.263831917,39278.263832548,0.07161173000349663,0.007140415997128002,0.06373326200264273,0.0006976750009926036
13,0,16,0.200315722002415,0.15347431100235553,39278.516248391,39278.563089802,39278.516302585,39278.523794604,39278.562768549,39278.56276953,0.04684141100005945,0.007492019001801964,0.03897394500381779,0.0003202720035915263
14,1,16,0.21374780300538987,0.15527482000470627,39278.819411363,39278.877884346,39278.81947256,39278.82699184,39278.877542471,39278.877543434,0.0584729830006836,0.00751927999954205,0.05055063100007828,0.000340912003593985
15,0,16,0.19986548597807996,0.15239433998067398,39279.131564367,39279.179035513,39279.131619563,39279.139781012,39279.17875664,39279.178758232,0.047471145997405984,0.00816144900454674,0.03897562799829757,0.00027728099667001516
16,0,16,0.20014807701227255,0.1526044230122352,39279.431239237,39279.478782891,39279.431291757,39279.438771882,39279.478537452,39279.478538934,0.04754365400003735,0.007480125001166016,0.03976556999987224,0.00024395699438173324
17,0,16,0.20004487899132073,0.15543042599165346,39279.732118847,39279.7767333,39279.73216637,39279.739459315,39279.776073509,39279.776074319,0.044614452999667265,0.007292945003428031,0.03661419399577426,0.0006589810000150464
18,0,16,0.20474686598754488,0.1595671029863297,39280.035243365,39280.080423128,39280.035282971,39280.042858189,39280.079701689,39280.07970306,0.04517976300121518,0.007575217998237349,0.03684349999821279,0.0007200679974630475
19,0,16,0.20149207601207308,0.15700204101449344,39280.341039182,39280.385529217,39280.341079339,39280.3487191,39280.385126126,39280.385126817,0.04449003499757964,0.007639761002792511,0.03640702599659562,0.00040240000089397654
20,0,16,0.20186887797899544,0.1555911719769938,39280.642670793,39280.688948499,39280.642712653,39280.651668571,39280.688611704,39280.688612646,0.04627770600200165,0.008955917997809593,0.03694313299638452,0.0003358530011610128
21,1,16,0.2140408460109029,0.15567863600881537,39280.943606682,39281.001968892,39280.943652459,39280.951404305,39281.001650392,39281.001651263,0.05836221000208752,0.007751846002065577,0.05024608699750388,0.00031762899743625894
22,0,16,0.20037068199599162,0.15576840299763717,39281.258600682,39281.303202961,39281.258644545,39281.265808175,39281.302513483,39281.302514865,0.04460227899835445,0.0071636299981037155,0.03670530800445704,0.0006880959990667179
23,0,16,0.1980650910118129,0.15400732101261383,39281.557818547,39281.601876317,39281.557859104,39281.564918676,39281.601354649,39281.601356061,0.04405776999919908,0.007059571995341685,0.03643597300106194,0.0005202559987083077
24,1,16,0.21627474500564858,0.16181025600235444,39281.863452314,39281.917916803,39281.863501007,39281.871986785,39281.917627951,39281.917628652,0.05446448900329415,0.0084857780020684,0.04564116599794943,0.00028815100085921586
25,0,16,0.22363582599791698,0.17555776199878892,39282.193340913,39282.241418977,39282.193395057,39282.202361874,39282.241102962,39282.241103814,0.04807806399912806,0.008966816996689886,0.03874108799936948,0.00031516300077782944
26,0,16,0.20168298701173626,0.15386033901449991,39282.496893442,39282.54471609,39282.496942567,39282.505276254,39282.544492162,39282.544492873,0.047822647997236345,0.008333687001140788,0.03921590800018748,0.00022321700089378282
27,0,16,0.2044047800009139,0.1574694989976706,39282.800774648,39282.847709929,39282.800863419,39282.808459406,39282.847402677,39282.847403568,0.04693528100324329,0.007595987000968307,0.03894327099988004,0.00030636100564152
28,0,16,0.19800210400717333,0.15334743500716286,39283.102707622,39283.147362291,39283.102770061,39283.111390198,39283.146675898,39283.14667673,0.04465466900001047,0.00862013699952513,0.03528570000344189,0.0006855609972262755
29,0,16,0.199513208004646,0.15512966700771358,39283.401700499,39283.44608404,39283.401734203,39283.409250759,39283.445575848,39283.44557666,0.044383540996932425,0.007516556004702579,0.0363250890004565,0.0005073799984529614
30,0,16,0.19861231098184362,0.1546695599827217,39283.700149364,39283.744092115,39283.700210481,39283.707842827,39283.743645491,39283.743646122,0.04394275099912193,0.007632346001628321,0.03580266399512766,0.0004459929987206124
31,1,16,0.21153919197968207,0.15365983298397623,39284.000460522,39284.058339881,39284.000523635,39284.007856679,39284.058075095,39284.058075796,0.05787935899570584,0.007333044006372802,0.050218415999552235,0.00026408499979879707
32,0,16,0.20063180901343003,0.15335511401644908,39284.310927193,39284.358203888,39284.310991156,39284.320058718,39284.357711707,39284.357712519,0.04727669499698095,0.009067562001291662,0.03765298899816116,0.0004913689990644343
33,0,16,0.20275940900319256,0.16042945600202074,39284.616524279,39284.658854232,39284.616585817,39284.62417459,39284.65820475,39284.658205382,0.042329953001171816,0.007588772998133209,0.034030160000838805,0.0006488500002888031
34,0,16,0.20660240299184807,0.15363160099514062,39284.916463433,39284.969434235,39284.916511074,39284.924814653,39284.966782114,39284.966782825,0.05297080199670745,0.008303579001221806,0.04196746100205928,0.002651409995451104
35,0,16,0.20202481100568548,0.15459239900519606,39285.223110275,39285.270542687,39285.223157245,39285.23126519,39285.270275365,39285.270276277,0.04743241200048942,0.008107945002848282,0.0390101750017493,0.00026641000295057893
36,0,16,0.21212339997873642,0.16115055797854438,39285.531773657,39285.582746499,39285.531828261,39285.54050585,39285.580096675,39285.580097532,0.05097284200019203,0.008677588994032703,0.03959082500659861,0.002648966998094693
37,0,16,0.2241306829964742,0.1747997310012579,39285.855752918,39285.90508387,39285.855809015,39285.865799201,39285.904710947,39285.904711668,0.04933095199521631,0.009990185993956402,0.03891174599993974,0.0003722019973793067
38,0,16,0.2002146170125343,0.1543328420157195,39286.162400522,39286.208282297,39286.162448202,39286.169979156,39286.207574124,39286.207574765,0.045881774996814784,0.007530954004323576,0.03759496799466433,0.0007075319954310544
39,0,16,0.20562061300734058,0.16068902301049093,39286.466371707,39286.511303297,39286.466435499,39286.474286544,39286.510879706,39286.510880528,0.04493158999684965,0.007851044996641576,0.036593162003555335,0.00042276899330317974
40,0,16,0.21052790601970628,0.16376580701762578,39286.777673256,39286.824435355,39286.777736786,39286.786279633,39286.823883942,39286.823885293,0.046762099002080504,0.008542846997443121,0.037604309000016656,0.0005500620027305558
