request_id,num_generated_notes,generation_start_tick,round_trip_time,total_network_latency,server_request_arrival_time,server_response_output_time,server_preprocess_start_time,server_inference_start_time,server_inference_end_time,server_postprocess_start_time,server_processing_duration,preprocess_duration,inference_duration,postprocess_duration
1,0,16,0.5629225760058034,0.16176856500896974,25760.283065881,25760.684219892,25760.283146936,25760.356910186,25760.683215303,25760.683216653,0.4011540109968337,0.07376325000223005,0.32630511699971976,0.001003238998237066
2,0,16,0.2529384660010692,0.15797559099883074,25760.943162718,25761.038125593,25760.943213816,25760.950627627,25761.037340391,25761.037341022,0.09496287500223843,0.007413810999423731,0.08671276400127681,0.0007845709988032468
3,0,16,0.25405956599570345,0.1625102939979115,25761.300899842,25761.392449114,25761.300946551,25761.308224917,25761.391573248,25761.39157436,0.09154927199779195,0.007278365999809466,0.08334833100161632,0.0008747539977775887
4,0,16,0.2660626579890959,0.17109271599110798,25761.656361638,25761.75133158,25761.656426743,25761.664353828,25761.750508427,25761.75050951,0.09496994199798792,0.007927085000119405,0.08615459900101996,0.0008220700001402292
5,0,16,0.25655206700321287,0.16018613000414916,25762.018860491,25762.115226428,25762.018910568,25762.027259216,25762.114781768,25762.114782709,0.0963659369990637,0.008348647999810055,0.08752255199942738,0.00044371900003170595
6,2,16,0.2816688470047666,0.16786261100423872,25762.384389051,25762.498195287,25762.384436271,25762.391476573,25762.497351444,25762.497352045,0.11380623600052786,0.007040301999950316,0.10587487099837745,0.000843241999973543
7,0,16,0.28280844699474983,0.1876002399949357,25762.784879339,25762.880087546,25762.784928895,25762.791660956,25762.878964347,25762.878964968,0.09520820699981414,0.006732061003276613,0.08730339099929552,0.001122577999922214
8,0,16,0.24770145799266174,0.1573625689925393,25763.139657248,25763.229996137,25763.139734165,25763.147685762,25763.228910961,25763.228912564,0.09033888900012244,0.007951596999191679,0.0812251989991637,0.001083572999050375
9,0,16,0.2597338390041841,0.15839903900632635,25763.488137814,25763.589472614,25763.488177029,25763.495553403,25763.588665801,25763.588666432,0.10133479999785777,0.007376374000159558,0.09311239799717441,0.0008061820008151699
10,0,16,0.25428074700175785,0.15975255599914817,25763.849061536,25763.943589727,25763.849130556,25763.856936713,25763.942894478,25763.942895671,0.09452819100260967,0.007806157002050895,0.085957765000785,0.0006940560015209485
11,1,16,0.25985373799630906,0.1580601839996234,25764.203233929,25764.305027483,25764.203297902,25764.211463327,25764.304172628,25764.304173269,0.10179355399668566,0.008165424998878734,0.09270930099955876,0.0008542139985365793
12,4,16,0.3022036839975044,0.1845130209949275,25764.589278178,25764.706968841,25764.589318816,25764.596567195,25764.706124066,25764.706124687,0.11769066300257691,0.007248378999065608,0.10955687100067735,0.000844154001242714
13,0,16,0.25661484799638856,0.16051956699811853,25764.966886684,25765.062981965,25764.966937411,25764.974810896,25765.062149534,25765.062150165,0.09609528099827003,0.007873484999436187,0.08733863799716346,0.0008318000000144821
14,0,16,0.27178912800445687,0.16008321800472913,25765.324361263,25765.436067173,25765.324411059,25765.331896411,25765.434886906,25765.434887878,0.11170590999972774,0.007485352001822321,0.102990495000995,0.0011792949990194757
15,0,16,0.24723696398723405,0.15958639098607819,25765.694830823,25765.782481396,25765.694878434,25765.702032323,25765.781589841,25765.781590463,0.08765057300115586,0.007153889000619529,0.07955751800182043,0.0008909329990274273
16,0,16,0.277183623999008,0.17014844399818685,25766.05340849,25766.16044367,25766.053452604,25766.060714369,25766.159587032,25766.159588366,0.10703518000082113,0.007261765000293963,0.09887266300211195,0.0008553039988328237
17,0,16,0.26149254900519736,0.16488308700718335,25766.425626649,25766.522236111,25766.425662577,25766.433337972,25766.521625523,25766.521627026,0.09660946199801401,0.007675395001569996,0.08828755099966656,0.000609085000178311
18,0,16,0.26813264000520576,0.162329299004341,25766.783845799,25766.88964914,25766.783891337,25766.792258696,25766.888730013,25766.888731085,0.10580334100086475,0.00836735900156782,0.09647131699966849,0.0009180550005112309
19,0,16,0.25612535601248965,0.15917792901018402,25767.150088008,25767.247035435,25767.150131961,25767.158902494,25767.246456337,25767.24645768,0.09694742700230563,0.0087705330006429,0.08755384300093283,0.0005777549995400477
20,0,16,0.266055148007581,0.1709082540073723,25767.518678452,25767.613825346,25767.518753886,25767.527622863,25767.613254425,25767.613255136,0.0951468940002087,0.008868976998201106,0.08563156200034427,0.0005702100024791434
21,0,16,0.27437483600806445,0.1810827470071672,25767.89394758,25767.987239669,25767.893997266,25767.901799925,25767.986503231,25767.986504604,0.09329208900089725,0.007802658998116385,0.08470330600175657,0.000735065001208568
22,0,16,0.2564138610032387,0.16199219000191079,25768.248746208,25768.343167879,25768.248819449,25768.256363123,25768.342255685,25768.342257238,0.09442167100132792,0.007543674000771716,0.08589256199775264,0.0009106409997912124
23,0,16,0.25614036500337534,0.15898197600472486,25768.603606982,25768.700765371,25768.603665374,25768.613220204,25768.70005831,25768.700059371,0.09715838899865048,0.009554829997796332,0.08683810600268771,0.0007059999988996424
24,0,16,0.25346736900974065,0.15875388000858948,25768.9599618,25769.054675289,25768.960080628,25768.968143652,25769.053919102,25769.053919724,0.09471348900115117,0.008063024000875885,0.08577544999934616,0.0007555650008725934
25,0,16,0.2575898649956798,0.16234498199628433,25769.31671086,25769.411955743,25769.316748703,25769.324787703,25769.411102652,25769.411103294,0.09524488299939549,0.008039000000280794,0.08631494899964309,0.0008524489967385307
26,0,16,0.25848206599766854,0.1636887709973962,25769.677818376,25769.772611671,25769.677857701,25769.686478294,25769.771753752,25769.771754374,0.09479329500027234,0.008620592998340726,0.08527545800097869,0.0008572970000386704
27,0,16,0.2581789660034701,0.1604132760039647,25770.031487814,25770.129253504,25770.031534642,25770.040594824,25770.128344897,25770.128345508,0.09776568999950541,0.009060182001121575,0.08775007299846038,0.0009079960000235587
28,0,16,0.2538784750067862,0.15855161700892495,25770.390124598,25770.485451456,25770.390166078,25770.397656429,25770.48465881,25770.484660183,0.09532685799786123,0.007490350999432849,0.0870023810020939,0.000791272999776993
29,4,16,0.281839728995692,0.16551098399577313,25770.748699866,25770.865028611,25770.748750943,25770.75739406,25770.863855569,25770.863856189,0.11632874499991885,0.008643117002065992,0.1064615089999279,0.001172421998489881
30,0,16,0.25630635699781124,0.16208322199963732,25771.129549287,25771.223772422,25771.129586448,25771.136647529,25771.222962337,25771.222963669,0.09422313499817392,0.007061080999847036,0.08631480799886049,0.0008087530004559085
31,0,16,0.25424104199919384,0.15849383100066916,25771.481052595,25771.576799806,25771.481114763,25771.489858733,25771.575843256,25771.575844231,0.09574721099852468,0.008743970000068657,0.08598452300066128,0.0009555750002618879
32,1,16,0.2697816709987819,0.15919708900037222,25771.836680303,25771.947264885,25771.836927536,25771.844616257,25771.946192414,25771.946193046,0.1105845819984097,0.007688721001613885,0.10157615700154565,0.0010718390003603417
33,0,16,0.25955051800701767,0.16383164200669853,25772.207830002,25772.303548878,25772.207897577,25772.217319517,25772.302707259,25772.30270788,0.09571887600031914,0.009421940001629991,0.08538774200133048,0.0008409980000578798
34,0,16,0.2547798440064071,0.15976920700632036,25772.568336927,25772.663347564,25772.568376494,25772.577569642,25772.662708592,25772.662709213,0.09501063700008672,0.009193147998303175,0.08513895000214688,0.0006383510008163285
35,0,16,0.26444509999419097,0.15896063599575427,25772.921887991,25773.027372455,25772.921933117,25772.930816533,25773.026546014,25773.026546625,0.1054844639984367,0.008883416001481237,0.09572948099958012,0.0008258300003944896
