experiment_name,generation_ticks,inference_interval,percentile,rtt_percentile_ms,constraint1_satisfied,constraint2_satisfied,both_satisfied,constraint_status
andrew_latency_test,5.0,2,70,331.4195916958851,False,True,False,1
andrew_latency_test,5.0,2,80,333.97217820165673,False,True,False,1
andrew_latency_test,5.0,2,90,339.0072020003572,False,True,False,1
andrew_latency_test,5.0,2,95,341.7781498414115,False,True,False,1
andrew_latency_test,5.0,2,99,344.2973615851951,False,True,False,1
andrew_latency_test,5.0,3,50,329.64580500265583,True,False,False,2
andrew_latency_test,5.0,3,70,331.4195916958851,True,False,False,2
andrew_latency_test,5.0,3,80,333.97217820165673,True,False,False,2
andrew_latency_test,5.0,3,90,339.0072020003572,True,False,False,2
andrew_latency_test,5.0,3,95,341.7781498414115,True,False,False,2
andrew_latency_test,5.0,3,99,344.2973615851951,True,False,False,2
andrew_latency_test,5.0,4,50,329.64580500265583,True,False,False,2
andrew_latency_test,5.0,4,70,331.4195916958851,True,False,False,2
andrew_latency_test,5.0,4,80,333.97217820165673,True,False,False,2
andrew_latency_test,5.0,4,90,339.0072020003572,True,False,False,2
andrew_latency_test,5.0,4,95,341.7781498414115,True,False,False,2
andrew_latency_test,5.0,4,99,344.2973615851951,True,False,False,2
andrew_latency_test,8.0,1,50,442.2639414842706,False,True,False,1
andrew_latency_test,8.0,1,70,446.17776340746786,False,True,False,1
andrew_latency_test,8.0,1,80,448.9567063923459,False,True,False,1
andrew_latency_test,8.0,1,90,452.3425108840456,False,True,False,1
andrew_latency_test,8.0,1,95,454.49897095386405,False,True,False,1
andrew_latency_test,8.0,1,99,457.7567995866411,False,True,False,1
andrew_latency_test,8.0,2,50,442.2639414842706,False,True,False,1
andrew_latency_test,8.0,2,70,446.17776340746786,False,True,False,1
andrew_latency_test,8.0,2,80,448.9567063923459,False,True,False,1
andrew_latency_test,8.0,2,90,452.3425108840456,False,True,False,1
andrew_latency_test,8.0,2,95,454.49897095386405,False,True,False,1
andrew_latency_test,8.0,2,99,457.7567995866411,False,True,False,1
andrew_latency_test,8.0,3,50,442.2639414842706,False,True,False,1
andrew_latency_test,8.0,3,70,446.17776340746786,False,True,False,1
andrew_latency_test,8.0,3,80,448.9567063923459,False,True,False,1
andrew_latency_test,8.0,3,90,452.3425108840456,False,True,False,1
andrew_latency_test,8.0,3,95,454.49897095386405,False,True,False,1
andrew_latency_test,8.0,3,99,457.7567995866411,False,True,False,1
