request_arrival_time,response_output_time,preprocess_start_time,inference_start_time,inference_end_time,postprocess_start_time,round_trip_time
54194.735577234,54197.368324136,54194.735660666,54194.805343794,54197.35254915,54197.352549536,3.2605960000073537
54197.975719368,54200.763656642,54197.97578551,54197.97809972,54200.728312707,54200.728313094,3.6810883749858476
54201.657137777,54204.304959095,54201.657224875,54201.661178586,54204.264115573,54204.264116027,3.629791458020918
54205.28871543,54207.35920163,54205.288874368,54205.293973871,54207.313668027,54207.313668374,3.3688612089608796
54208.671374305,54210.794995004,54208.671500359,54208.721054673,54210.747883032,54210.747883404,3.437340625037905
54212.095432293,54214.329307282,54212.095575108,54212.203789351,54214.281218706,54214.281219122,3.4369181669899262
