request_arrival_time,response_output_time,preprocess_start_time,inference_start_time,inference_end_time,postprocess_start_time,round_trip_time,server_processing_duration,total_network_latency
520296.307138873,520301.035698432,520296.307324349,520298.037018772,520301.035415055,520301.035415615,4.755172583973035,4.728559559036512,0.02661302493652329
520301.0542416,520301.125307012,520301.05435596,520301.055588982,520301.125173982,520301.125174269,0.08671037497697398,0.07106541201937944,0.015644962957594544
520301.139451025,520301.211356849,520301.139543744,520301.140767103,520301.211228306,520301.211228573,0.08681558299576864,0.07190582400653511,0.014909758989233524
520302.675483613,520302.756303109,520302.675592734,520302.67690665,520302.756154295,520302.756154551,0.09735950001049787,0.08081949601182714,0.016540003998670727
520304.811184161,520304.89238363,520304.811323741,520304.813213322,520304.892219269,520304.89221999,0.1010672920383513,0.08119946898659691,0.019867823051754385
520306.961320857,520307.05175868,520306.961497535,520306.963369427,520307.051566474,520307.051566876,0.10835258301813155,0.09043782303342596,0.017914759984705597
520309.09860112,520309.184890645,520309.098758691,520309.100883206,520309.184705208,520309.184705443,0.10234470904106274,0.0862895249738358,0.016055184067226946
520311.227851652,520311.324541243,520311.228005331,520311.230072796,520311.324327378,520311.32432779,0.1155885829939507,0.09668959100963548,0.018898991984315217
520313.364640666,520313.449108162,520313.364786732,520313.366762923,520313.448947855,520313.448948236,0.17217966698808596,0.0844674960244447,0.08771217096364126
520315.500371454,520315.587365035,520315.50052614,520315.502462429,520315.587193431,520315.587193678,0.14011654205387458,0.08699358103331178,0.0531229610205628
520317.720630476,520317.801952979,520317.720784198,520317.722747258,520317.801793515,520317.801793786,0.18232291704043746,0.081322502985131,0.10100041405530646
520319.819845866,520319.916037998,520319.820203111,520319.822328759,520319.915807322,520319.915807746,0.15615616703871638,0.09619213198311627,0.05996403505560011
