request_arrival_time,response_output_time,preprocess_start_time,inference_start_time,inference_end_time,postprocess_start_time,round_trip_time,server_processing_duration,total_network_latency
89387.711917046,89388.208149468,89387.712024249,89387.808290052,89388.207765651,89388.207765871,1.1130840829573572,0.4962324219959555,0.6168516609614016
89389.841198003,89389.945058077,89389.841262781,89389.848615105,89389.944646413,89389.944646645,0.7104379170341417,0.10386007399938535,0.6065778430347564
89391.999602145,89392.176880042,89391.999678091,89392.001425337,89392.174507505,89392.174507804,0.7935467920033261,0.17727789698983543,0.6162688950134907
89394.155408002,89394.23865819,89394.155487572,89394.162712821,89394.238304292,89394.238304494,0.6966482500429265,0.08325018800678663,0.6133980620361399
89396.295326362,89396.414529207,89396.295412256,89396.302227034,89396.414203888,89396.414204128,0.7368909170036204,0.11920284500229172,0.6176880720013287
89398.462371256,89398.558528389,89398.462441058,89398.470286207,89398.556120629,89398.556120868,0.7387984999804758,0.09615713299717754,0.6426413669832982
89400.608350931,89400.692324892,89400.608419365,89400.617113291,89400.691967172,89400.691967409,0.7356242500245571,0.08397396100917831,0.6516502890153788
89402.78413355,89402.953506576,89402.784211762,89402.792543121,89402.95282375,89402.95282408,0.8428792500053532,0.16937302600126714,0.6735062240040861
89404.922167991,89405.082455159,89404.922248411,89404.930850517,89405.080211889,89405.080212197,0.840797915996518,0.16028716800792608,0.6805107479885919
89407.041655715,89407.195275981,89407.041770492,89407.043990535,89407.193029715,89407.19303,0.8217527499655262,0.15362026599177625,0.6681324839737499
89409.246904089,89409.393625817,89409.247172283,89409.255629223,89409.393170951,89409.393171178,0.8635854580206797,0.14672172800055705,0.7168637300201226
89411.297306219,89411.431401036,89411.297385963,89411.304403694,89411.430951486,89411.43095187,0.7654319999855943,0.13409481699636672,0.6313371829892276
89413.527348026,89413.654968456,89413.527505256,89413.534811784,89413.654445619,89413.654445891,0.8312339590047486,0.12762043000839185,0.7036135289963568
89415.617160222,89415.744608551,89415.617355495,89415.624808028,89415.744118464,89415.744118724,0.7923243750119582,0.12744832900352776,0.6648760460084304
